timestamp,equity,returns,weight_BTC/USDT,weight_ETH/USDT,weight_SOL/USDT,weight_AVAX/USDT,weight_MATIC/USDT
2023-11-27 16:00:00,9997.181143517373,-0.000281885648262687,0.014506512993248344,0.003310551645835385,0.0,0.08872129534211996,0.08143839347626099
2023-11-27 17:00:00,9984.09986791713,-1.5145533370568612e-06,0.014502445780156865,0.0033096234614398493,0.0,0.0886964204177273,0.08141556047013125
2023-11-27 18:00:00,9976.865276379169,-9.646096468577342e-07,0.01450243780462062,0.0033096216413315543,0.0,0.08869637163964349,0.0814155156961143
2023-11-27 19:00:00,9967.609544692885,-1.1294684406587212e-06,0.014502440195477724,0.0033096221869524023,0.0,0.08869638626203684,0.08141552911819318
2023-11-27 20:00:00,9962.566477546761,-6.271330735134578e-07,0.014502432910384536,0.003309620524411083,0.0,0.08869634170667715,0.08141548822026783
2023-11-27 21:00:00,9981.732633544743,-2.341953306549831e-06,0.014502457779508161,0.0033096261998286137,0.0,0.0886964938053147,0.08141562783352127
2023-11-27 22:00:00,9984.866491896173,-3.935509982438012e-07,0.014502429522874826,0.0033096197513427486,0.0,0.08869632098879345,0.08141546920306164
2023-11-27 23:00:00,9995.13760363524,-1.2533835289362944e-06,0.014502441992551133,0.0033096225970650414,0.0,0.08869639725287115,0.0814155392068183
2023-11-28 00:00:00,9999.232760999785,-4.998370471964934e-07,0.014502431064281533,0.003309620103109331,0.0,0.08869633041597966,0.0814154778563945
2023-11-28 01:00:00,9990.47619589886,-1.0662256434096167e-06,0.014502439278301858,0.003309621977642414,0.0,0.08869638065262328,0.08141552396924188
2023-11-28 02:00:00,9990.620825711469,-4.458504717713367e-08,0.01450242446202049,0.003309618596398093,0.0,0.08869629003679604,0.08141544079183374
2023-11-28 03:00:00,9987.704000913294,-4.0031949694759757e-07,0.014502429621034542,0.0033096197737439146,0.0,0.0886963215891346,0.08141546975412237
2023-11-28 04:00:00,9975.275446074465,-1.5157309105569022e-06,0.014502445797234583,0.00330962346533718,0.0,0.088696420522174,0.08141556056600421
2023-11-28 05:00:00,9946.148841801238,-3.6020703200183176e-06,0.014502476054367773,0.0033096303703599186,0.0,0.08869660557367819,0.08141573042710862
2023-11-28 06:00:00,9964.11560157442,-2.2001272977134386e-06,0.01450245572267793,0.0033096257304365065,0.0,0.08869648122581732,0.0814156162866423
2023-11-28 07:00:00,9959.02366327976,-6.550113477884958e-07,0.014502433314687604,0.003309620616677652,0.0,0.0886963441793797,0.08141549048999261
