timestamp,open,high,low,close,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.69423503534699,24.70532029541843,23.79860048379208,24.237550735473633,212818400
2015-01-05,24.006990190147395,24.0867993234754,23.368518814896508,23.554738998413086,257142000
2015-01-06,23.61903255400942,23.816338020280458,23.19560061965636,23.55695915222168,263188400
2015-01-07,23.76535220011818,23.98704392471396,23.65450633782029,23.887283325195312,160423600
2015-01-08,24.21537773680298,24.862716897095112,24.097879750947854,24.805076599121094,237458000
2015-01-09,24.978003570537155,25.10658516317443,24.432642188500562,24.831687927246094,214798000
2015-01-12,24.962479071089444,24.969129549868345,24.120051828758882,24.219812393188477,198603200
2015-01-13,24.703097350705864,25.00681547981708,24.144435211007117,24.434850692749023,268367600
2015-01-14,24.173263026705097,24.49471531323738,24.053549306454705,24.34174919128418,195826400
2015-01-15,24.386080326054127,24.39938128317444,23.645631062558422,23.681100845336914,240056000
2015-01-16,23.727660381621178,23.84959148289938,23.321964198866386,23.497100830078125,314053200
2015-01-20,23.907231848461198,24.157744549135312,23.610165785646576,24.10232162475586,199599600
2015-01-21,24.15330529304962,24.621074823456794,24.00255489901262,24.28632164001465,194303600
2015-01-22,24.4437260551952,24.933664483967743,24.324012340403172,24.91814613342285,215185600
2015-01-23,24.89597392403558,25.217426152284684,24.72527039983578,25.046724319458008,185859200
2015-01-26,25.215204799966497,25.352654215521547,25.00681582387235,25.073322296142578,222460000
2015-01-27,24.922573329505678,24.935875977807996,24.171038818283535,24.195425033569336,382274800
2015-01-28,26.077591377548313,26.186221517154262,25.56326675415039,25.56326675415039,585908400
2015-01-29,25.787177336812245,26.423433096590607,25.618691178673068,26.359142303466797,337745600
2015-01-30,26.248297347546913,26.603003725613746,25.9046745395417,25.973400115966797,334982000
2015-02-02,26.17070408947349,26.41899769418198,25.73397119942588,26.299283981323242,250956400
2015-02-03,26.270464476118452,26.401261757431495,26.073159013253253,26.30371856689453,207662800
2015-02-04,26.270458611746253,26.716059269378018,26.22833666007458,26.505451202392578,280598800
2015-02-05,26.71244324385506,26.75918372529074,26.54106770476852,26.694639205932617,168984800
2015-02-06,26.7124396631692,26.76363072271144,26.363010207310197,26.4698429107666,174826400
2015-02-09,26.385267458693313,26.672376838687786,26.35855885909115,26.64566993713379,155559200
2015-02-10,26.74582961803202,27.1865122612424,26.743605174485186,27.157577514648438,248034000
2015-02-11,27.324501302281014,27.80301984182764,27.26440906617443,27.794116973876953,294247200
2015-02-12,28.056745951498062,28.372791824140226,27.947688789457672,28.14577293395996,297898000
2015-02-13,28.328276526199947,28.328276526199947,27.96549358013913,28.283763885498047,217088800
