timestamp,open,high,low,close,volume
2020-01-02,150.7586493016358,152.61013505752078,150.33138558688324,152.5056915283203,22622100
2020-01-03,150.32188716953644,151.86953184497025,150.0750127579454,150.60671997070312,21116200
2020-01-06,149.1445317269712,151.06248810455452,148.6033204049661,150.9960174560547,20813700
2020-01-07,151.27134992032552,151.60365964357203,149.37238754314603,149.61924743652344,21634100
2020-01-08,150.90105488844765,152.67659475751987,149.97056727826134,152.00245666503906,27746500
2020-01-09,153.66407312090712,154.02488070506504,152.89499547083327,153.9014434814453,21385000
2020-01-10,154.59460480557232,154.97439165958286,153.03744103548547,153.18936157226562,20725900
2020-01-13,153.58808023431078,155.059779054545,153.11333961410193,155.0312957763672,21626500
2020-01-14,155.13579469954706,155.33519220594115,153.55016220028816,153.939453125,23477400
2020-01-15,154.40466357354921,155.65798599963676,154.35720109299407,154.93637084960938,21417900
2020-01-16,156.0472356229151,157.84175444938765,155.74339469520643,157.77528381347656,23865400
2020-01-17,158.9621822424408,159.00965921241536,157.07270894577653,158.65835571289062,34371700
2020-01-21,158.259522712177,159.69324862590065,158.0221524073018,158.088623046875,29517200
2020-01-22,158.94320200384328,159.0286663522028,157.3100926165268,157.32908630371094,24138800
2020-01-23,157.79432238398144,158.37350664025567,156.9208012002122,158.29754638671875,19680800
2020-01-24,159.04759713884232,159.06659082024498,156.14218686539624,156.70237731933594,24918100
2020-01-27,153.0089446252311,155.12629889419816,152.10694005834853,154.0818634033203,32078100
2020-01-28,155.50602982130422,157.38599854121892,154.83190628235468,157.10116577148438,24899900
2020-01-29,159.36094890964196,160.22498042935823,157.3195697689756,159.55084228515625,34754500
2020-01-30,165.25722163927998,165.25722163927998,162.16190335753365,164.05137634277344,51597500
2020-01-31,163.51018671757376,163.69057600096366,161.0130461758437,161.6302032470703,36142700
2020-02-03,161.8201087625003,165.68450503177763,161.79162547940942,165.57057189941406,30107000
2020-02-04,168.19116362071244,171.51434909378915,167.40309218425875,171.02061462402344,36433300
2020-02-05,174.733038337566,174.89444841618726,169.39695819420768,170.81167602539062,39186300
2020-02-06,171.8276475214221,174.53367526571967,170.96361598336935,174.353271484375,27751400
2020-02-07,173.61265875335346,176.2522155665568,173.26134082611614,174.60011291503906,33529100
2020-02-10,174.30578959545088,179.30005632732252,173.9924590084795,179.16712951660156,35844300
2020-02-11,181.01861612373997,181.06609308949365,174.22983017110295,175.12234497070312,53159900
2020-02-12,176.20472136915564,176.46108534764494,172.66316057923015,175.37867736816406,47062900
2020-02-13,173.8310214211516,176.8218814332766,173.63162399264098,174.42919921875,35295800
2020-02-14,173.99244218660291,176.0433252005315,173.42274763120017,175.98635864257812,23149500
2020-02-18,176.23323763923193,178.2176502251347,176.12879410902988,177.77139282226562,27792200
2020-02-19,179.04715195867632,179.1613962650694,177.53335678894416,178.30453491210938,29997500
2020-02-20,177.99033622154437,178.27596149526204,172.4207087578215,175.5815887451172,36862400
2020-02-21,174.39154073840234,174.70572716816383,168.75525962156425,170.03103637695312,48572600
2020-02-24,159.72958932936746,166.18465515217062,155.40716170842933,162.70005798339844,68311100
2020-02-25,165.85142145386897,166.4607487234575,159.6153288264737,160.0152130126953,68073300
2020-02-26,161.5766410745246,164.95649541870915,160.1485286944431,162.01458740234375,56206100
2020-02-27,155.4928131937102,159.0250014278775,150.40872435941077,150.59913635253906,93174900
2020-02-28,145.1056977436323,155.8641439606252,144.7153436590033,154.24560546875,97012700
2020-03-02,157.38747246115315,164.63276179137975,154.53124824993384,164.5089874267578,71030800
2020-03-03,165.47057497886473,166.6130616388873,154.48362552167413,156.62579345703125,71677000
2020-03-04,160.41508629294538,162.5191634394525,157.68262177211892,162.37635803222656,49814400
2020-03-05,158.0920102947307,162.6810028946942,157.74926281414156,158.3014678955078,47817300
2020-03-06,154.81688787610258,155.292925288608,148.523672701681,153.8267364501953,72821100
2020-03-09,143.76328229915575,150.1897866403432,142.8112075819428,143.4014892578125,70419300
2020-03-10,150.5801343469339,153.31258402014208,145.2675559078778,153.20785522460938,65354400
2020-03-11,149.59948831217446,150.14216328627552,143.90607167718443,146.26722717285156,56371600
2020-03-12,138.33647521956644,146.11492481009816,131.93853122219355,132.39552307128906,93226400
2020-03-13,140.43105262010113,154.15045589148778,133.98550125586877,151.2180633544922,92727400
2020-03-16,133.29046629899992,142.19237110925772,128.53009250260706,128.92996215820312,87905900
2020-03-17,133.29048477077774,140.43104645492656,128.53011031467852,139.54562377929688,81059800
2020-03-18,131.38630647518264,139.0029039520048,128.54912798276825,133.67127990722656,81593200
2020-03-19,135.92771236898116,142.95401395111134,132.3383865929663,135.87059020996094,85922700
2020-03-20,139.00292822092638,140.0502163678412,129.34888981462817,130.76748657226562,84866200
2020-03-23,130.44370920698097,133.8331062972833,126.16890441932166,129.46307373046875,78975200
2020-03-24,136.86070967154618,142.4303513196159,134.49956897413122,141.23072814941406,82516700
2020-03-25,141.7734331352431,146.93367575898048,137.51765848214595,139.87879943847656,75638200
2020-03-26,141.28789935793438,149.15204677343388,141.25933827515485,148.62840270996094,64568100
2020-03-27,144.47729875394708,147.4668119658446,142.0495059847063,142.52554321289062,57042300
2020-03-30,145.134292409769,152.90322666976797,142.8207429707394,152.5509490966797,63420300
2020-03-31,151.76071229538607,156.8828791989714,149.05682343931457,150.15171813964844,77927200
2020-04-01,145.6674295225216,150.1897843606391,143.59191364370474,144.82008361816406,57969900
2020-04-02,144.582029160815,148.02853408305677,143.15391746010667,147.81907653808594,49630700
2020-04-03,147.6667650606816,149.83749382168736,144.89622469840955,146.45762634277344,41243300
2020-04-06,152.63659910874486,158.52041286531838,150.02790960706554,157.349365234375,67111700
2020-04-07,161.46235622358842,161.8527103645991,155.43572120612328,155.6547088623047,62769000
2020-04-08,157.7302701353601,158.68234517537132,155.66426904183714,157.21615600585938,48318200
2020-04-09,158.38714875924393,159.34873898293552,155.502363560662,157.22561645507812,51385100
2020-04-13,156.47347007896627,157.63500228106278,154.52171419659058,157.57786560058594,41905300
2020-04-14,160.90061819618973,165.42297284963294,159.94854353230696,165.3753662109375,52874300
2020-04-15,162.99519027424256,165.2516172547934,161.12913194567304,163.64260864257812,40940800
2020-04-16,165.94665252640667,168.78383156754103,164.61373899366873,168.55532836914062,50479600
2020-04-17,170.89741933389323,171.37345671365338,167.44138330803202,170.04055786132812,52765600
2020-04-20,168.16497619786358,170.18337012056065,166.6035741104452,166.6702117919922,36669600
2020-04-21,165.18495298161926,165.34680393000076,158.14912184782517,159.7771759033203,56203700
2020-04-22,163.17607112940274,165.66098650812486,162.63339614169652,165.20399475097656,34620200
